STORAGE_IN,CONSTANT_HEAD_IN,RECHARGE_IN,STREAM_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,RECHARGE_OUT,STREAM_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY,WellNum
0.0,264.75311279296875,914428.75,192054.296875,2001.635009765625,1108749.375,0.0,55704.18359375,0.0,1051057.5,1990.6678466796875,1108752.25,-2.875,-0.0,19
0.0,264.7524108886719,914428.75,192054.140625,2001.619140625,1108749.25,0.0,55704.4609375,0.0,1051057.0,1990.65625,1108752.125,-2.875,-0.0,190
0.0,264.7524108886719,914428.75,192054.1875,2001.6199951171875,1108749.375,0.0,55704.4609375,0.0,1051057.125,1990.666748046875,1108752.25,-2.875,-0.0,191
0.0,264.7524108886719,914428.75,192054.234375,2001.62353515625,1108749.375,0.0,55704.45703125,0.0,1051057.125,1990.6644287109375,1108752.25,-2.875,-0.0,192
0.0,264.7524108886719,914428.75,192054.28125,2001.625732421875,1108749.375,0.0,55704.45703125,0.0,1051057.125,1990.668701171875,1108752.25,-2.875,-0.0,193
0.0,264.7524108886719,914428.75,192054.328125,2001.626953125,1108749.5,0.0,55704.45703125,0.0,1051057.25,1990.6695556640625,1108752.375,-2.875,-0.0,194
0.0,264.7524108886719,914428.75,192054.375,2001.627685546875,1108749.5,0.0,55704.45703125,0.0,1051057.25,1990.6669921875,1108752.375,-2.875,-0.0,195
0.0,264.7524108886719,914428.75,192054.421875,2001.6265869140625,1108749.5,0.0,55704.45703125,0.0,1051057.25,1990.6597900390625,1108752.375,-2.875,-0.0,196
0.0,264.7524108886719,914428.75,192054.453125,2001.6240234375,1108749.625,0.0,55704.45703125,0.0,1051057.375,1990.658447265625,1108752.5,-2.875,-0.0,197
0.0,264.7524108886719,914428.75,192054.171875,2001.600341796875,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.643798828125,1108752.125,-2.875,-0.0,198
0.0,264.7524108886719,914428.75,192054.171875,2001.6134033203125,1108749.25,0.0,55704.4765625,0.0,1051057.0,1990.6455078125,1108752.125,-2.875,-0.0,199
